0.67286,0.68106,0.64801,0.72358,0.76192,0.74586
0.68504,0.6918,0.65949,0.73452,0.77118,0.75468
0.69649,0.7023,0.67043,0.7444,0.77959,0.76298
0.70776,0.71135,0.68079,0.75374,0.78695,0.77096
0.71799,0.72059,0.69107,0.76222,0.79442,0.77944
0.72723,0.72943,0.70113,0.76995,0.8018,0.78719
0.73626,0.73832,0.71088,0.77749,0.80902,0.795
0.74502,0.7464,0.72055,0.78473,0.81559,0.80219
0.75366,0.7539,0.72997,0.79196,0.82159,0.80907
0.76218,0.76199,0.73877,0.79906,0.82795,0.81536
0.77053,0.76943,0.74763,0.80606,0.8339,0.82169
0.77828,0.7765,0.75571,0.81277,0.83926,0.8274
0.78576,0.78378,0.76372,0.81934,0.84462,0.8331
0.79338,0.79058,0.77164,0.82608,0.84964,0.83869
0.80072,0.79747,0.77953,0.83312,0.85471,0.84427
0.80763,0.80445,0.78729,0.83912,0.85977,0.84979
0.81419,0.81159,0.79525,0.84479,0.86494,0.85544
0.8204,0.8182,0.80313,0.85001,0.86974,0.86101
0.82645,0.82518,0.81053,0.85512,0.87477,0.86627
0.8326,0.83137,0.81768,0.86066,0.87927,0.87135
0.83914,0.83758,0.82467,0.86659,0.88376,0.87637
0.84568,0.84355,0.83145,0.87273,0.88814,0.88114
0.85225,0.8496,0.83741,0.87874,0.89252,0.88546
0.85878,0.85547,0.84359,0.88477,0.8968,0.88988
0.86525,0.86157,0.84964,0.89076,0.9012,0.8942
0.8718,0.86759,0.85561,0.89655,0.90554,0.89853
0.87823,0.87333,0.86155,0.90187,0.9097,0.90281
0.88429,0.87873,0.86678,0.90677,0.9136,0.90662
0.89004,0.88413,0.87201,0.91139,0.91754,0.91039
0.89516,0.88937,0.87709,0.91556,0.92136,0.91411
0.8999,0.89441,0.88235,0.91943,0.92504,0.91793
0.90433,0.8995,0.88737,0.92306,0.92871,0.9216
0.90847,0.90454,0.89246,0.92644,0.93237,0.92531
0.91259,0.90912,0.89789,0.92982,0.9357,0.9292
0.91662,0.91349,0.90322,0.93315,0.93881,0.93302
0.92055,0.918,0.90842,0.93639,0.94206,0.93673
0.9244,0.92251,0.91327,0.93954,0.9453,0.94025
0.92806,0.92695,0.91815,0.94255,0.94845,0.9437
0.93168,0.93111,0.92291,0.94549,0.95143,0.94705
0.93509,0.93529,0.92723,0.94822,0.95438,0.95007
0.93885,0.93939,0.93136,0.95127,0.95729,0.95294
0.94225,0.94316,0.93525,0.95402,0.96,0.95562
0.94566,0.94666,0.93893,0.95678,0.96248,0.95818
0.94878,0.95009,0.94282,0.95932,0.96489,0.96088
0.95183,0.95334,0.94636,0.96177,0.96717,0.96332
0.95482,0.95632,0.94987,0.96418,0.9693,0.96574
0.95808,0.95953,0.95309,0.96677,0.97156,0.96796
0.96099,0.96227,0.95662,0.96908,0.97352,0.97038
0.96382,0.96513,0.96008,0.97136,0.97552,0.97277
0.9667,0.96771,0.96342,0.97365,0.97734,0.97507
0.96955,0.97014,0.96677,0.97593,0.97905,0.97735
0.97225,0.97248,0.9702,0.97809,0.9807,0.97968
0.97496,0.9749,0.97336,0.98025,0.98242,0.98184
0.97765,0.97727,0.97617,0.98237,0.98409,0.98378
0.98015,0.97986,0.97884,0.98436,0.98591,0.98561
0.98272,0.98229,0.98143,0.98639,0.9876,0.98738
0.98514,0.98477,0.98405,0.9883,0.98935,0.98915
0.98733,0.98735,0.98666,0.99003,0.99116,0.99093
0.98978,0.98984,0.98905,0.99196,0.99292,0.99256
0.99215,0.99218,0.99142,0.99382,0.99457,0.99417
0.99441,0.99417,0.99378,0.99559,0.99597,0.99578
0.99643,0.99619,0.99583,0.99719,0.99738,0.99717
0.99799,0.99783,0.99734,0.99842,0.99851,0.99819
0.99912,0.99899,0.99862,0.99931,0.9993,0.99906
1,1,1,1,1,1
